PerAdmin	CostCenter	
003	1010731307	
003	1010731308	
003	1100450001	
003	1100802001	
003	1100802004	
003	1600204002	
003	1600204003	
003	1604010007	
003	1703010099	
003	1703011101	
003	1703011499	
003	1703011999	
003	1703012599	
003	4000450306	
003	4000650301	
003	4004657414	
003	4004657506	
003	4005757511	
003	4400019010	
003	4400019020	
003	4400019030	
003	4400019060	
003	4400019210	
003	4400019220	
003	4400019225	
003	4400019240	
003	4400019265	
003	4400029515	
003	4400029555	
003	4400029570	
003	4400029605	
003	4400029610	
003	4400029611	
003	4400029615	
003	4400029620	
003	4400029625	
003	4400091306	
003	4404012100	
003	4404012201	
003	4404012234	
003	4404012251	
003	4404012252	
003	4404012271	
003	4404012272	
003	4404012291	
003	4404022401	
003	4404022431	
003	4404022432	
003	4404022451	
003	4404022452	
003	4404022471	
003	4404022472	
003	4404022491	
003	4404052301	
003	4404052352	
003	4404052372	
003	4404062392	
003	4404113001	
003	4404113052	
003	4404113063	
003	4404123531	
003	4404123532	
003	4404123551	
003	4404123552	
003	4404123571	
003	4404123572	
003	4404134001	
003	4404134052	
003	4404145001	
003	4404145052	
003	4404150001	
003	4404150052	
003	4404160001	
003	4404160052	
003	4404170001	
003	4404170052	
003	4404180052	
003	4404180252	
003	4404190001	
003	4404190052	
003	4404200001	
003	4404200052	
003	4404200301	
003	4404200401	
003	4404214501	
003	4404214552	
003	4404214572	
003	4404220001	
003	4404220052	
003	4404315001	
003	4404315052	
003	4404325551	
003	4404325552	
003	4404325571	
003	4404325572	
003	4404325589	
003	4404426301	
003	4404426352	
003	4404436401	
003	4404436452	
003	4404516501	
003	4404516552	
003	4404516571	
003	4404516572	
003	4404516591	
003	4404516592	
003	4404526601	
003	4404526652	
003	4404536701	
003	4404617001	
003	4404617052	
003	4404717501	
003	4404717552	
003	4404818001	
003	4404818052	
003	4404918501	
003	4404918552	
003	4405001001	
003	4405002001	
003	4405002053	
003	4405002054	
003	4405003001	
003	4405004001	
003	4405004052	
003	4405005001	
003	4405005252	
003	4405005352	
003	4405006001	
003	4405006100	
003	4405006102	
003	4405006202	
003	4405006252	
003	4405007001	
003	4405007052	
003	4405007352	
003	4405009001	
003	4405009052	
003	4405009152	
003	4405009252	
003	4405010001	
003	4405010052	
003	4405010054	
003	4405011201	
003	4405011252	
003	4405012001	
003	4405014001	
003	4405014052	
003	4405015001	
003	4405015052	
003	4405016052	
003	4405019001	
003	4405019052	
003	4405029100	
003	4405032001	
003	4405032052	
003	4405040000	
003	4405052000	
003	4405052052	
003	4405054001	
003	4405054052	
003	4405054100	
003	4405055091	
003	4500030185	
003	4500040063	
003	4500170020	
003	4500200097	
003	4680020010	
003	4800710301	
003	4803117415	
003	6001116018	
003	6001116022	
003	6001116023	
003	6001116024	
003	6001116025	
003	6001116029	
003	6001126340	
003	6001136381	
003	6001146280	
003	6001156343	
003	6001206375	
003	6001206377	
003	6001206378	
003	6001208683	
003	6001316360	
003	6001316363	
003	6001326362	
003	6001336361	
003	6001336365	
003	6001337435	
003	6001338465	
003	6001338718	
003	6001406022	
003	6001408748	
003	6001408750	
003	6001408751	
003	6001508350	
003	6001508620	
003	6001508652	
003	6001606025	
003	6001606345	
003	6001606346	
003	6001606347	
003	6001607436	
003	6001608675	
003	6002107402	
003	6002107404	
003	6002107405	
003	6002107408	
003	6002107409	
003	6002107410	
003	6002207420	
003	6002207421	
003	6002207422	
003	6002207424	
003	6002207426	
003	6002207428	
003	6002207430	
003	6002307437	
003	6002307438	
003	6002307442	
003	6002407414	
003	6002407415	
003	6002407416	
003	6002407417	
003	6002407450	
003	6002407456	
003	6002506285	
003	6002506349	
003	6002507502	
003	6002508101	
003	6002508470	
003	6002508752	
003	6003107477	
003	6004008102	
003	6004008310	
003	6004008318	
003	6004008330	
003	6004008410	
003	6004008411	
003	6004008412	
003	6004008420	
003	6004008450	
003	6004008541	
003	6004008543	
003	6004008544	
003	6005108510	
003	6005108511	
003	6005108523	
003	6005108524	
003	6005108525	
003	6005108526	
003	6005208618	
003	6005308624	
003	6005308693	
003	6005308697	
003	6005408351	
003	6005408532	
003	6005408611	
003	6005408614	
003	6005408626	
003	6005408627	
003	6005408628	
003	6005408631	
003	6005408636	
003	6005408658	
003	6005408670	
003	6005408678	
003	6005408681	
003	6005408761	
003	6006106375	
003	6006108721	
003	6007108610	
003	6007108705	
003	6015408656	
003	6021206375	
003	6021337900	
003	6021337910	
003	6301020414	
003	6301100401	
003	6500002315	
003	6500002707	
003	6500002745	
003	6580070404	
003	6580070408	
003	6580070414	
003	6580070417	
003	6580070420	
003	6580070437	
003	6580070606	
003	6580170416	
003	6580270425	
003	6590070301	
003	6590770301	
003	6590770429	
003	6590870301	
003	6592570426	
003	6593170429	
